,actor_id,first_name,last_name,film_info
71,72,SEAN,WILLIAMS,"Action: WATERFRONT DELIVERANCE; Animation: FLOATS GARDEN, ROOM ROMAN, SUNRISE LEAGUE; Children: IDOLS SNATCHERS; Classics: DRACULA CRYSTAL; Comedy: VELVET TERMINATOR; Documentary: SAGEBRUSH CLUELESS; Drama: WEST LION; Family: MAGUIRE APACHE; Foreign: NEWTON LABYRINTH, OPUS ICE; Games: FORWARD TEMPLE, WANDA CHAMBER; Horror: ARABIA DOGMA, PATTON INTERVIEW, STRANGERS GRAFFITI; Music: OLEANDER CLUE, REBEL AIRPORT; New: CHINATOWN GLADIATOR; Sci-Fi: EXPRESS LONELY; Sports: DIVORCE SHINING, SEABISCUIT PUNK; Travel: ENOUGH RAGING, HAUNTED ANTITRUST, MUSCLE BRIGHT"
72,73,GARY,PENN,"Action: QUEST MUSSOLINI, RUGRATS SHAKESPEARE, SOUTH WAIT; Animation: ARGONAUTS TOWN, DOUBLE WRATH; Classics: MAGNIFICENT CHITTY, VOLUME HOUSE; Documentary: NORTH TEQUILA; Drama: GREEDY ROOTS, PAYCHECK WAIT, SEA VIRGIN; Family: VIRTUAL SPOILERS; Foreign: CHOCOLATE DUCK, INTRIGUE WORST, MATRIX SNOWMAN; Horror: EGYPT TENENBAUMS, ZHIVAGO CORE; Music: BALLOON HOMEWARD, MASKED BUBBLE, VANISHING ROCKY; New: ATTRACTION NEWTON, BIRDS PERDITION, MASK PEACH; Sci-Fi: GRAFFITI LOVE; Sports: FLATLINERS KILLER, PEACH INNOCENT"
73,74,MILLA,KEITEL,"Children: NOON PAPI; Classics: JERK PAYCHECK, LOVER TRUMAN, PATIENT SISTER; Comedy: ANTHEM LUKE, PURE RUNNER; Documentary: SPOILERS HELLFIGHTERS; Family: NATURAL STOCK, SENSIBILITY REAR; Foreign: COWBOY DOOM, CROSSING DIVORCE; Games: CANDLES GRAPES, ROXANNE REBEL, WANDA CHAMBER; Horror: HIGH ENCINO, SLEEPING SUSPECTS; New: FLASH WARS, REDEMPTION COMFORTS; Sci-Fi: ATTACKS HATE, DAISY MENAGERIE, OPEN AFRICAN; Sports: DURHAM PANKY, KRAMER CHOCOLATE, SQUAD FISH, TRADING PINOCCHIO; Travel: MADIGAN DORADO, STONE FIRE, SWEET BROTHERHOOD"
74,75,BURT,POSEY,"Action: MINDS TRUMAN; Animation: LUKE MUMMY; Children: MAGIC MALLRATS; Classics: HYDE DOCTOR, ROOTS REMEMBER; Drama: CHILL LUCK; Family: KILLER INNOCENT, SENSIBILITY REAR; Foreign: COMMAND DARLING; Games: LAMBS CINCINATTI; Horror: ARABIA DOGMA, DESERT POSEIDON, FAMILY SWEET, SWARM GOLD; Music: ALASKA PHANTOM; New: HOURS RAGE, JUNGLE CLOSER, UNBREAKABLE KARATE; Sports: GRACELAND DYNAMITE, HYSTERICAL GRAIL, PEACH INNOCENT, SATURDAY LAMBS; Travel: GAMES BOWFINGER, OTHERS SOUP"
75,76,ANGELINA,ASTAIRE,"Action: STORY SIDE; Animation: DESIRE ALIEN, INTENTIONS EMPIRE; Children: BENEATH RUSH, BETRAYED REAR; Classics: BEAST HUNCHBACK, SUMMER SCARFACE; Comedy: HUSTLER PARTY, MEMENTO ZOOLANDER, MULAN MOON, SATURN NAME; Documentary: PACIFIC AMISTAD; Drama: RACER EGG, WARDROBE PHANTOM; Family: GANDHI KWAI, KILLER INNOCENT, SUNSET RACER; Games: SEVEN SWARM; Horror: CARRIE BUNCH, SWARM GOLD; New: BREAKFAST GOLDFINGER, DRAGONFLY STRANGERS, SAMURAI LION, VANISHED GARDEN; Sci-Fi: DISTURBING SCARFACE, TROJAN TOMORROW; Sports: CRANES RESERVOIR, JADE BUNCH, MUMMY CREATURES; Travel: ORDER BETRAYED, OUTLAW HANKY"
76,77,CARY,MCCONAUGHEY,"Animation: BLACKOUT PRIVATE, DOUBLE WRATH, WATCH TRACY; Children: FULL FLATLINERS, WRONG BEHAVIOR; Classics: PREJUDICE OLEANDER; Comedy: VELVET TERMINATOR; Documentary: ARMY FLINTSTONES, DUFFEL APOCALYPSE, VILLAIN DESPERATE; Drama: WEST LION; Family: HUNTING MUSKETEERS, INDIAN LOVE; Foreign: MAUDE MOD; Horror: ALI FOREVER, RULES HUMAN; New: AMISTAD MIDSUMMER, LOVERBOY ATTACKS, OKLAHOMA JUMANJI; Sci-Fi: BINGO TALENTED, CITIZEN SHREK, DOLLS RAGE; Sports: MUSSOLINI SPOILERS; Travel: DESPERATE TRAINSPOTTING"
77,78,GROUCHO,SINATRA,"Action: LORD ARIZONA, MAGNOLIA FORRESTER, WEREWOLF LOLA; Animation: DOGMA FAMILY, TELEMARK HEARTBREAKERS, WATCH TRACY; Children: LABYRINTH LEAGUE, STRANGELOVE DESIRE; Comedy: DYING MAKER; Documentary: DUFFEL APOCALYPSE, HALLOWEEN NUTS, INDEPENDENCE HOTEL, MAJESTIC FLOATS, PELICAN COMFORTS; Family: HOMICIDE PEACH; Foreign: PET HAUNTING, POLLOCK DELIVERANCE; Games: GUN BONNIE, SASSY PACKER; Horror: FAMILY SWEET; Music: BOOGIE AMELIE, SCALAWAG DUCK; Sci-Fi: LICENSE WEEKEND; Sports: DUDE BLINDNESS, MOTHER OLEANDER; Travel: SMILE EARRING"
78,79,MAE,HOFFMAN,"Action: DANCES NONE; Animation: HOOK CHARIOTS, TURN STAR; Children: STRANGER STRANGERS; Comedy: DOOM DANCING; Documentary: ARMY FLINTSTONES, SECRET GROUNDHOG, SHIP WONDERLAND; Drama: APOLLO TEEN, DIARY PANIC, JACKET FRISCO; Family: DUMBO LUST, EARRING INSTINCT, HOMICIDE PEACH, ODDS BOOGIE, RESURRECTION SILVERADO, RUSH GOODFELLAS; Foreign: MUPPET MILE, SCHOOL JACKET; Games: CHICAGO NORTH, OUTBREAK DIVINE, STAMPEDE DISTURBING; New: APOCALYPSE FLAMINGOS, EAGLES PANKY, RUN PACIFIC; Sci-Fi: GOLDMINE TYCOON; Sports: NORTHWEST POLISH; Travel: FACTORY DRAGON"
79,80,RALPH,CRUZ,"Action: DARN FORRESTER; Animation: CANYON STOCK; Children: CASPER DRAGONFLY, EMPIRE MALKOVICH, FULL FLATLINERS, MAKER GABLES, POLISH BROOKLYN; Classics: FROST HEAD; Comedy: PINOCCHIO SIMON, SUBMARINE BED; Documentary: NEWSIES STORY, POCUS PULP, SHIP WONDERLAND, THIN SAGEBRUSH; Drama: RACER EGG, WITCHES PANIC; Family: CONFUSED CANDLES, DUMBO LUST; Foreign: DANGEROUS UPTOWN; Games: GLORY TRACY, SLEUTH ORIENT, VIDEOTAPE ARSENIC; Horror: JAPANESE RUN; New: HOURS RAGE; Sci-Fi: BEVERLY OUTLAW; Sports: DUDE BLINDNESS, NEIGHBORS CHARADE; Travel: FUGITIVE MAGUIRE"
80,81,SCARLETT,DAMON,"Action: CROW GREASE, MINDS TRUMAN; Animation: BORROWERS BEDAZZLED, EARLY HOME, MASSAGE IMAGE, POTLUCK MIXED; Children: BEAR GRACELAND, FARGO GANDHI, LABYRINTH LEAGUE, SANTA PARIS; Classics: MILLION ACE; Comedy: CONNECTION MICROCOSMOS, FRANKENSTEIN STRANGER, MYSTIC TRUMAN; Documentary: DEEP CRUSADE; Drama: CRAFT OUTFIELD, ORIENT CLOSER, SPICE SORORITY, TREATMENT JEKYLL; Family: INDIAN LOVE, RAGE GAMES; Foreign: ALAMO VIDEOTAPE, MADNESS ATTACKS; Games: DAWN POND, DIRTY ACE, LAMBS CINCINATTI; Horror: AFFAIR PREJUDICE, LOLA AGENT; Music: HANOVER GALAXY; New: EAGLES PANKY, INTERVIEW LIAISONS; Sports: DUDE BLINDNESS, GUNFIGHTER MUSSOLINI, IMAGE PRINCESS, NEIGHBORS CHARADE, RIDER CADDYSHACK"
81,82,WOODY,JOLIE,"Action: SKY MIRACLE, STAGECOACH ARMAGEDDON, TRIP NEWTON; Children: FURY MURDER, INVASION CYCLONE; Classics: JEEPERS WEDDING; Comedy: CRAZY HOME, DOOM DANCING, DOWNHILL ENOUGH, WISDOM WORKER; Documentary: KILL BROTHERHOOD; Drama: APOLLO TEEN, CHILL LUCK; Foreign: BUGSY SONG, EVERYONE CRAFT; Games: FEATHERS METAL, FIRE WOLVES; Horror: LOLA AGENT, SWARM GOLD; Music: ALONE TRIP, TAXI KICK; New: MAIDEN HOME, MASK PEACH, RUN PACIFIC, WAKE JAWS; Sci-Fi: STALLION SUNDANCE, TITANS JERK, WONDERLAND CHRISTMAS; Sports: IMAGE PRINCESS, KRAMER CHOCOLATE; Travel: SHINING ROSES"
82,83,BEN,WILLIS,"Animation: CAROL TEXAS, EARLY HOME, NASH CHOCOLAT; Children: CABIN FLASH, SPLENDOR PATTON, SWEETHEARTS SUSPECTS; Classics: DRACULA CRYSTAL; Comedy: DOWNHILL ENOUGH, LONELY ELEPHANT, PERFECT GROOVE, VALLEY PACKER; Documentary: BEACH HEARTBREAKERS, HEAVYWEIGHTS BEAST; Foreign: BALLROOM MOCKINGBIRD; Games: DAZED PUNK, ENCINO ELF; New: FRONTIER CABIN, PLUTO OLEANDER; Sci-Fi: BADMAN DAWN, COLDBLOODED DARLING, GOODFELLAS SALUTE, PANTHER REDS; Sports: CARIBBEAN LIBERTY, CHANCE RESURRECTION, DURHAM PANKY, ELIZABETH SHANE, LIBERTY MAGNIFICENT, NOVOCAINE FLIGHT, RECORDS ZORRO, SATURDAY LAMBS, SECRETARY ROUGE; Travel: FROGMEN BREAKING, SHANGHAI TYCOON"
83,84,JAMES,PITT,"Action: AMADEUS HOLY, MIDNIGHT WESTWARD; Animation: PUNK DIVORCE, THIEF PELICAN; Children: DOCTOR GRAIL, JUMPING WRATH; Classics: STEEL SANTA; Comedy: FIREBALL PHILADELPHIA, HEDWIG ALTER, LONELY ELEPHANT; Documentary: MODERN DORADO, NATIONAL STORY, YOUNG LANGUAGE; Family: CONFUSED CANDLES, JEDI BENEATH, WILLOW TRACY; Foreign: EVERYONE CRAFT, HELLFIGHTERS SIERRA, INNOCENT USUAL, MAUDE MOD; Games: AUTUMN CROW, ENCINO ELF, OUTBREAK DIVINE; Horror: SPIRIT FLINTSTONES; Music: LUCKY FLYING; Sci-Fi: ARMAGEDDON LOST, FIDDLER LOST; Sports: RIDER CADDYSHACK, SATURDAY LAMBS, SHAKESPEARE SADDLE, SLIPPER FIDELITY"
84,85,MINNIE,ZELLWEGER,"Action: SUSPECTS QUILLS; Animation: INSECTS STONE; Children: SANTA PARIS; Classics: ALICE FANTASIA, EXTRAORDINARY CONQUERER, TOMORROW HUSTLER; Comedy: JAWS HARRY, LIFE TWISTED; Documentary: BILL OTHERS, BONNIE HOLOCAUST, SMOKING BARBARELLA, WARS PLUTO; Drama: NOTTING SPEAKEASY; Foreign: CHOCOLATE DUCK, EVERYONE CRAFT, FRIDA SLIPPER, HOLIDAY GAMES, WAR NOTTING; Games: MONSOON CAUSE; Horror: ACE GOLDFINGER, BOWFINGER GABLES, JAPANESE RUN; New: DAY UNFAITHFUL, MANNEQUIN WORST; Sci-Fi: EXPRESS LONELY, RAGING AIRPLANE; Sports: GROOVE FICTION, HYSTERICAL GRAIL, PICKUP DRIVING, TALENTED HOMICIDE; Travel: MADIGAN DORADO"
85,86,GREG,CHAPLIN,"Action: FANTASY TROOPERS; Classics: CRUELTY UNFORGIVEN, DRACULA CRYSTAL, HOPE TOOTSIE, JEOPARDY ENCINO, MAGNIFICENT CHITTY, SLING LUKE; Comedy: STRICTLY SCARFACE, TRAINSPOTTING STRANGERS; Drama: UNFAITHFUL KILL; Family: HALF OUTFIELD; Foreign: JET NEIGHBORS, NEWTON LABYRINTH, USUAL UNTOUCHABLES; Games: FORWARD TEMPLE; Music: OLEANDER CLUE, RUNNER MADIGAN; New: CLYDE THEORY, DAY UNFAITHFUL, GODFATHER DIARY, SAMURAI LION; Sci-Fi: CHARADE DUFFEL, LICENSE WEEKEND, TITANS JERK; Sports: LIBERTY MAGNIFICENT, NOVOCAINE FLIGHT; Travel: TEEN APOLLO"
86,87,SPENCER,PECK,"Action: DRAGON SQUAD, DRIFTER COMMANDMENTS; Children: BACKLASH UNDEFEATED, CLOCKWORK PARADISE; Documentary: CUPBOARD SINNERS, WAGON JAWS; Drama: QUEEN LUKE; Family: PILOT HOOSIERS; Foreign: DANGEROUS UPTOWN, HOLIDAY GAMES, WASH HEAVENLY; Games: PANKY SUBMARINE; Horror: SPIRIT FLINTSTONES, SWARM GOLD; Music: CLUE GRAIL, REBEL AIRPORT, REDS POCUS; Sci-Fi: FIDDLER LOST; Sports: MERMAID INSECTS, MOTHER OLEANDER, MUMMY CREATURES"
87,88,KENNETH,PESCI,"Action: REAR TRADING, WEREWOLF LOLA; Animation: CROSSROADS CASUALTIES; Children: FARGO GANDHI; Foreign: CATCH AMISTAD, COMMAND DARLING, TRAP GUYS, USUAL UNTOUCHABLES; Horror: AFFAIR PREJUDICE, TEMPLE ATTRACTION; Music: BIRDCAGE CASPER, SONG HEDWIG; Sci-Fi: DISTURBING SCARFACE, MOURNING PURPLE, NEMO CAMPUS, STALLION SUNDANCE; Sports: PEAK FOREVER, VICTORY ACADEMY; Travel: BOONDOCK BALLROOM, SHAWSHANK BUBBLE"
88,89,CHARLIZE,DENCH,"Action: CLUELESS BUCKET, DARN FORRESTER, LUST LOCK, PRIMARY GLASS; Animation: MASSAGE IMAGE; Children: SPLENDOR PATTON, SUNDANCE INVASION; Classics: DYNAMITE TARZAN, WESTWARD SEABISCUIT; Comedy: CONTROL ANTHEM, HEAVEN FREEDOM, LONELY ELEPHANT; Drama: JACKET FRISCO; Foreign: BABY HALL; Games: CANDLES GRAPES, FEATHERS METAL, HAUNTING PIANIST, WIND PHANTOM; Sports: CRANES RESERVOIR, DRIVER ANNIE, HYSTERICAL GRAIL, JOON NORTHWEST; Travel: BUCKET BROTHERHOOD, FUGITIVE MAGUIRE"
89,90,SEAN,GUINESS,"Action: DARN FORRESTER, FANTASY TROOPERS, LUST LOCK, MOCKINGBIRD HOLLYWOOD, STAGECOACH ARMAGEDDON; Animation: FORRESTER COMANCHEROS, HORN WORKING, TELEMARK HEARTBREAKERS, TRACY CIDER; Classics: OCTOBER SUBMARINE, PATIENT SISTER; Comedy: GROUNDHOG UNCUT, LONELY ELEPHANT, SUBMARINE BED; Documentary: STREAK RIDGEMONT, UNITED PILOT; Drama: SCORPION APOLLO; Family: DUMBO LUST, HALF OUTFIELD, HUNTING MUSKETEERS; Foreign: ALAMO VIDEOTAPE, BROOKLYN DESERT; Games: HAUNTING PIANIST; Horror: ACE GOLDFINGER; Music: GO PURPLE, GROSSE WONDERFUL; Sci-Fi: GRAFFITI LOVE, LICENSE WEEKEND, SOLDIERS EVOLUTION; Sports: CRUSADE HONEY, PHILADELPHIA WIFE; Travel: IGBY MAKER, SUPERFLY TRIP"
90,91,CHRISTOPHER,BERRY,"Action: LAWRENCE LOVE, WOMEN DORADO; Animation: STORM HAPPINESS, SUGAR WONKA; Children: BACKLASH UNDEFEATED, LANGUAGE COWBOY, MURDER ANTITRUST; Classics: CREEPERS KANE, JEEPERS WEDDING; Comedy: FREEDOM CLEOPATRA; Family: SPINAL ROCKY; Foreign: HIGHBALL POTTER, KANE EXORCIST; Games: ICE CROSSING, SLEUTH ORIENT, VIDEOTAPE ARSENIC; Horror: ALI FOREVER; New: ANGELS LIFE; Sports: CONGENIALITY QUEST; Travel: CONTACT ANONYMOUS"
91,92,KIRSTEN,AKROYD,"Action: DEVIL DESIRE, SKY MIRACLE, SPEAKEASY DATE, STAGECOACH ARMAGEDDON, WORST BANGER; Animation: ISHTAR ROCKETEER, MASSAGE IMAGE; Children: LABYRINTH LEAGUE, MAGIC MALLRATS, MAKER GABLES, TIES HUNGER; Classics: LEAGUE HELLFIGHTERS; Comedy: HURRICANE AFFAIR, MEMENTO ZOOLANDER; Documentary: RAIDERS ANTITRUST; Drama: NECKLACE OUTBREAK, PATHS CONTROL, REUNION WITCHES; Family: BRAVEHEART HUMAN; Foreign: BUGSY SONG, DANGEROUS UPTOWN, MADNESS ATTACKS, USUAL UNTOUCHABLES; Games: GRINCH MASSAGE, PRIVATE DROP; New: BOULEVARD MOB, HOURS RAGE, PLUTO OLEANDER; Sci-Fi: CHARADE DUFFEL, FRISCO FORREST; Sports: IMAGE PRINCESS; Travel: BUCKET BROTHERHOOD, CASABLANCA SUPER, MADIGAN DORADO"
92,93,ELLEN,PRESLEY,"Action: WOMEN DORADO; Animation: FLOATS GARDEN, OSCAR GOLD, TURN STAR; Children: CASPER DRAGONFLY, EMPIRE MALKOVICH, MICROCOSMOS PARADISE, SCARFACE BANG; Classics: HYDE DOCTOR, ROOTS REMEMBER, TADPOLE PARK; Comedy: PINOCCHIO SIMON; Documentary: HOMEWARD CIDER; Drama: JACKET FRISCO; Family: BILKO ANONYMOUS, NETWORK PEAK; Games: PRIVATE DROP, SPY MILE; Horror: STREETCAR INTENTIONS, TREASURE COMMAND; Sports: CARIBBEAN LIBERTY, IMAGE PRINCESS, PICKUP DRIVING, SECRETARY ROUGE; Travel: FROGMEN BREAKING"
93,94,KENNETH,TORN,"Animation: CROSSROADS CASUALTIES, HARPER DYING; Children: GHOST GROUNDHOG; Classics: BEAST HUNCHBACK, DETECTIVE VISION, LEAGUE HELLFIGHTERS, MAGNIFICENT CHITTY, VOLUME HOUSE; Documentary: DANCING FEVER, INDEPENDENCE HOTEL, RAIDERS ANTITRUST, RAINBOW SHOCK, SHIP WONDERLAND; Drama: JACKET FRISCO, LIES TREATMENT, SEATTLE EXPECATIONS; Family: HOMICIDE PEACH, REMEMBER DIARY; Foreign: FRIDA SLIPPER, LOST BIRD; Horror: ALI FOREVER, CARRIE BUNCH, EGYPT TENENBAUMS, JAPANESE RUN; Music: BIRDCAGE CASPER, LUCKY FLYING; New: EARTH VISION, FLAMINGOS CONNECTICUT, MAIDEN HOME; Sci-Fi: CITIZEN SHREK; Sports: FLATLINERS KILLER, LESSON CLEOPATRA; Travel: WORKING MICROCOSMOS"
94,95,DARYL,WAHLBERG,"Action: CASUALTIES ENCINO, FORREST SONS, GRAIL FRANKENSTEIN, RUGRATS SHAKESPEARE; Animation: DOUBLE WRATH, POND SEATTLE; Children: HOLOCAUST HIGHBALL; Classics: SPIKING ELEMENT; Comedy: LIFE TWISTED; Documentary: NORTH TEQUILA, STREAK RIDGEMONT; Drama: UNFAITHFUL KILL; Family: KILLER INNOCENT; Foreign: BABY HALL, BALLROOM MOCKINGBIRD, DANGEROUS UPTOWN, GENTLEMEN STAGE, HOOSIERS BIRDCAGE; Games: MADRE GABLES; Horror: ARACHNOPHOBIA ROLLERCOASTER, BEHAVIOR RUNAWAY, FAMILY SWEET; Music: BIRCH ANTITRUST; New: AMISTAD MIDSUMMER, MAIDEN HOME; Sci-Fi: FIDDLER LOST; Sports: HOLES BRANNIGAN, NEIGHBORS CHARADE, SMOOCHY CONTROL; Travel: EXPECATIONS NATURAL, TRAFFIC HOBBIT"
95,96,GENE,WILLIS,"Action: WEREWOLF LOLA; Animation: ARGONAUTS TOWN, CHAMPION FLATLINERS, HOOK CHARIOTS; Children: BENEATH RUSH; Classics: TADPOLE PARK; Documentary: ARMY FLINTSTONES, BEACH HEARTBREAKERS, VIRGINIAN PLUTO; Drama: DARKNESS WAR; Family: SECRETS PARADISE, SPLASH GUMP; Foreign: ILLUSION AMELIE, JET NEIGHBORS, PAST SUICIDES; Horror: AIRPORT POLLOCK; Music: BANGER PINOCCHIO, DORADO NOTTING, WORDS HUNTER; New: FLAMINGOS CONNECTICUT, MONEY HAROLD, STING PERSONAL; Sci-Fi: METROPOLIS COMA"
96,97,MEG,HAWKE,"Children: GORGEOUS BINGO, MAKER GABLES, SABRINA MIDNIGHT; Classics: GILMORE BOILED, SUMMER SCARFACE, VOYAGE LEGALLY; Comedy: CRAZY HOME; Documentary: INTOLERABLE INTENTIONS, SAGEBRUSH CLUELESS; Drama: CHILL LUCK, REUNION WITCHES; Family: GANDHI KWAI, HOUSE DYNAMITE; Foreign: ORANGE GRAPES, VISION TORQUE; New: MASK PEACH, VAMPIRE WHALE; Sci-Fi: CONNECTICUT TRAMP, FIDDLER LOST, VACATION BOONDOCK; Sports: CRUSADE HONEY, DROP WATERFRONT, HYSTERICAL GRAIL; Travel: FUGITIVE MAGUIRE, LIAISONS SWEET, PAPI NECKLACE, SPEED SUIT"
97,98,CHRIS,BRIDGES,"Action: CROW GREASE, DARN FORRESTER; Children: BENEATH RUSH, WALLS ARTIST; Classics: EXTRAORDINARY CONQUERER, REQUIEM TYCOON; Comedy: SATURN NAME; Documentary: BILL OTHERS, ROAD ROXANNE; Drama: BUNCH MINDS; Family: CONVERSATION DOWNHILL, ODDS BOOGIE, RAGE GAMES, SPARTACUS CHEAPER, SPINAL ROCKY; Foreign: MUPPET MILE, PURPLE MOVIE, ROCKETEER MOTHER; Horror: WORLD LEATHERNECKS; Music: REDS POCUS; New: PLUTO OLEANDER; Sci-Fi: BLINDNESS GUN, TROJAN TOMORROW, WONDERLAND CHRISTMAS; Sports: CARIBBEAN LIBERTY, SHAKESPEARE SADDLE; Travel: BOONDOCK BALLROOM"
98,99,JIM,MOSTEL,"Action: DRAGON SQUAD, WOMEN DORADO; Animation: FLOATS GARDEN; Classics: LEAGUE HELLFIGHTERS; Comedy: AIRPLANE SIERRA, PERFECT GROOVE, WISDOM WORKER; Documentary: NEWSIES STORY; Drama: NECKLACE OUTBREAK; Foreign: HELLFIGHTERS SIERRA, RESERVOIR ADAPTATION; Games: GRINCH MASSAGE, SPY MILE; Horror: JAPANESE RUN, MOTIONS DETAILS; Music: LUCKY FLYING, OLEANDER CLUE, ROMAN PUNK; New: JUMANJI BLADE; Sci-Fi: METROPOLIS COMA, NEMO CAMPUS, WEEKEND PERSONAL; Sports: ANONYMOUS HUMAN, FLATLINERS KILLER, SIERRA DIVIDE; Travel: BOILED DARES"
99,100,SPENCER,DEPP,"Action: DRAGON SQUAD, STORY SIDE, WORST BANGER; Animation: CANYON STOCK; Classics: SNATCHERS MONTEZUMA; Documentary: WRATH MILE; Drama: VIRGIN DAISY, WITCHES PANIC; Foreign: HELLFIGHTERS SIERRA; Games: MASSACRE USUAL, TYCOON GATHERING; Horror: TREASURE COMMAND; Music: ALONE TRIP, HEAVENLY GUN, REBEL AIRPORT, TAXI KICK; New: SALUTE APOLLO, STING PERSONAL; Sci-Fi: RANDOM GO, WEEKEND PERSONAL; Sports: SENSE GREEK; Travel: LEATHERNECKS DWARFS, ORDER BETRAYED, SWEET BROTHERHOOD"
100,101,SUSAN,DAVIS,"Action: DRAGON SQUAD, LAWRENCE LOVE; Children: BENEATH RUSH, JUMPING WRATH, MURDER ANTITRUST, UPTOWN YOUNG; Classics: BEAST HUNCHBACK, SPIKING ELEMENT; Comedy: MEMENTO ZOOLANDER, SEARCHERS WAIT, VALLEY PACKER, WISDOM WORKER; Documentary: BONNIE HOLOCAUST; Drama: CHITTY LOCK, PATHS CONTROL, SAINTS BRIDE; Family: NATURAL STOCK, PRIX UNDEFEATED; Foreign: WONDERFUL DROP; Games: CREATURES SHAKESPEARE, VIDEOTAPE ARSENIC; Horror: EGYPT TENENBAUMS, KARATE MOON, PULP BEVERLY; Music: DRIVING POLISH, VANISHING ROCKY, WIZARD COLDBLOODED; New: EVE RESURRECTION; Sci-Fi: PANTHER REDS; Sports: DURHAM PANKY, STAR OPERATION; Travel: SHINING ROSES, WORKER TARZAN"
101,102,WALTER,TORN,"Action: CROW GREASE, DANCES NONE, FORREST SONS, SKY MIRACLE; Animation: EARLY HOME, FLYING HOOK; Children: CASPER DRAGONFLY, JERSEY SASSY, STRANGELOVE DESIRE; Classics: ROOTS REMEMBER, SPIKING ELEMENT; Comedy: LONELY ELEPHANT, STAGE WORLD; Documentary: MADISON TRAP, RAIDERS ANTITRUST; Drama: HOBBIT ALIEN, LIES TREATMENT, REUNION WITCHES, WARDROBE PHANTOM, WITCHES PANIC; Family: BANG KWAI, SLUMS DUCK; Foreign: HOOSIERS BIRDCAGE, MULHOLLAND BEAST, STEPMOM DREAM; Games: CURTAIN VIDEOTAPE, LAMBS CINCINATTI, NIGHTMARE CHILL; Horror: ARABIA DOGMA, FREDDY STORM, GASLIGHT CRUSADE, MOTIONS DETAILS; Music: AMELIE HELLFIGHTERS, WIZARD COLDBLOODED; Sports: HYSTERICAL GRAIL, LESSON CLEOPATRA, MUMMY CREATURES, NOVOCAINE FLIGHT, SIERRA DIVIDE; Travel: CASABLANCA SUPER, LOCK REAR"
102,103,MATTHEW,LEIGH,"Action: CELEBRITY HORN, EASY GLADIATOR, FIREHOUSE VIETNAM, GLASS DYING; Animation: CANYON STOCK, POTLUCK MIXED; Children: GIANT TROOPERS, ROBBERS JOON; Classics: TOMORROW HUSTLER; Documentary: CUPBOARD SINNERS, DANCING FEVER, DELIVERANCE MULHOLLAND; Drama: MOB DUFFEL, ORIENT CLOSER, VIETNAM SMOOCHY; Family: AFRICAN EGG, FINDING ANACONDA, HOUSE DYNAMITE, OPPOSITE NECKLACE, SOUP WISDOM; Games: DAWN POND, WANDA CHAMBER; Music: FREAKY POCUS, GREATEST NORTH; Sci-Fi: ENGLISH BULWORTH, TROJAN TOMORROW; Sports: CRUSADE HONEY; Travel: GAMES BOWFINGER, MUSCLE BRIGHT, TRAFFIC HOBBIT"
103,104,PENELOPE,CRONYN,"Action: AMADEUS HOLY, ENTRAPMENT SATISFACTION; Animation: BIKINI BORROWERS, DUCK RACER, MISSION ZOOLANDER, TITANIC BOONDOCK; Children: BEAR GRACELAND, ZOOLANDER FICTION; Classics: CORE SUIT; Comedy: PARADISE SABRINA; Documentary: ARMY FLINTSTONES, CLERKS ANGELS, UNTOUCHABLES SUNRISE, VIRGINIAN PLUTO; Drama: HAROLD FRENCH, ROCKY WAR; Family: FEUD FROGMEN; Foreign: CRYSTAL BREAKING, MUPPET MILE, WONDERFUL DROP; Horror: FIDELITY DEVIL, LADY STAGE, MOTIONS DETAILS, TRAIN BUNCH; Music: LEGEND JEDI; New: CHAPLIN LICENSE, PIANIST OUTFIELD; Sci-Fi: ARMAGEDDON LOST, HAMLET WISDOM; Sports: INSTINCT AIRPORT; Travel: DISCIPLE MOTHER"
104,105,SIDNEY,CROWE,"Action: AMERICAN CIRCUS, ANTITRUST TOMATOES, LORD ARIZONA, TRUMAN CRAZY; Animation: DOGMA FAMILY, OZ LIAISONS; Children: EMPIRE MALKOVICH, SUNDANCE INVASION, WRONG BEHAVIOR; Classics: CANDIDATE PERDITION; Comedy: SUBMARINE BED, TRAMP OTHERS; Drama: TREATMENT JEKYLL; Family: FINDING ANACONDA, GREASE YOUTH, SIEGE MADRE; Foreign: ALIEN CENTER; Games: SPY MILE; Horror: WORLD LEATHERNECKS; Music: ALASKA PHANTOM, CLONES PINOCCHIO, FREAKY POCUS; New: ENDING CROWDS, MANNEQUIN WORST, MASK PEACH, PLUTO OLEANDER, RUN PACIFIC, WAKE JAWS, WYOMING STORM; Sci-Fi: SPIRITED CASUALTIES, TITANS JERK; Sports: ARTIST COLDBLOODED, GRACELAND DYNAMITE, MUMMY CREATURES"
